Date,Symbol,Company,Type,Split Ratio
2024-05-03,AEZS,Cosciens Biopharma Inc.,Reverse,1 for 4.00
2024-05-03,YTEN,"Yield10 Bioscience, Inc.",Reverse,1 for 24.00
2024-05-02,SILA,"Sila Realty Trust, Inc.",Reverse,1 for 4.00
2024-05-02,SGBX,Sg Blocks,Reverse,1 for 20.00
2024-05-01,VINO,"Gaucho Group Holdings, Inc.",Reverse,1 for 10.00
2024-05-01,SOPA,"Society Pass, Inc.",Reverse,1 for 15.00
2024-05-01,RCON,Recon Technology,Reverse,1 for 18.00
2024-04-29,BKKT,"Bakkt Holdings, Inc. Class A",Reverse,1 for 25.00
2024-04-26,ATXI,Avenue Therapeutics,Reverse,1 for 75.00
2024-04-26,ISUN,"Isun, Inc.",Reverse,1 for 20.00
2024-04-26,ZVSA,"Zyversa Therapeutics, Inc.",Reverse,1 for 10.00
2024-04-25,XTKG,"X3 Holdings Co., Ltd.",Forward,0.94 for 1
2024-04-25,TRRFF,Trifecta Gold Ltd.,Reverse,1 for 4.00
2024-04-25,BDORY,Banco do Brasil S.A.,Forward,0.50 for 1
2024-04-25,APDN,Applied DNA Sciences Inc,Reverse,1 for 20.00
2024-04-25,DBSDY,DBS Group Holdings,Forward,0.91 for 1
2024-04-24,FDOC,Charging Robotics Inc.,Reverse,1 for 150.00
2024-04-24,CDTX,Cidara Therapeutics Inc.,Reverse,1 for 20.00
2024-04-23,PIRS,"Palvella Therapeutics, Inc.",Reverse,1 for 80.00
2024-04-23,FLURF,Flurotech Ltd.,Reverse,1 for 15.00
2024-04-23,BPTS,Biophytis Sa,Reverse,1 for 40.00
2024-04-23,MBLU,Morris State Bancshares Inc,Forward,0.25 for 1
2024-04-23,ZAPP,Zapp Electric Vehicles Group Limited,Reverse,1 for 20.00
2024-04-23,MYSZ,My Size,Reverse,1 for 8.00
2024-04-22,GYYSF,Gascoyne Resources Limited,Forward,0.99 for 1
2024-04-22,SMFL,"Smart for Life, Inc.",Reverse,1 for 7.00
2024-04-22,WINT,Windtree Therapeutics Inc,Reverse,1 for 18.00
2024-04-22,CBDL,Cbd Life Sciences Inc.,Reverse,1 for 300.00
2024-04-22,DBSDF,DBS Group Holdings,Forward,0.91 for 1
2024-04-19,GSUN,Golden Sun Education Group Limited Class A,Reverse,1 for 10.00
2024-04-18,GGB,Gerdau,Forward,0.83 for 1
2024-04-18,INNMF,Amplia Therapeutics Ltd.,Forward,1.00 for 1
2024-04-18,BENF,Beneficient,Reverse,1 for 80.00
2024-04-18,MEDAF,Medaro Mining Corp.,Reverse,1 for 10.00
2024-04-18,GSUN,Golden Sun Education Group Limited Class A,Reverse,1 for 10.00
2024-04-17,TNYYF,Tinybeans Group Ltd.,Forward,1.00 for 1
2024-04-17,BDORY,Banco do Brasil S.A.,Forward,0.50 for 1
2024-04-17,AMOSF,Atomos Ltd.,Forward,1.00 for 1
2024-04-17,REFXF,Redflow Limited,Forward,1.00 for 1
2024-04-17,SBFM,"Sunshine Biopharma, Inc.",Reverse,1 for 100.00
2024-04-16,NCNA,Nucana Plc,Reverse,1 for 25.00
2024-04-15,FRPH,FRP Holdings Inc.,Forward,0.50 for 1
2024-04-15,NXDCF,Nextdc Limited,Forward,0.99 for 1
2024-04-15,MRIN,Marin Software,Reverse,1 for 6.00
2024-04-15,WISA,Datavault Ai Inc.,Reverse,1 for 150.00
2024-04-15,GRRR,Gorilla Technology Group Inc.,Reverse,1 for 10.00
2024-04-12,MI,Nft Limited Class A,Reverse,1 for 50.00
2024-04-12,AGEN,Agenus Inc.,Reverse,1 for 20.00
2024-04-12,EZGO,Ezgo Technologies Ltd.,Reverse,1 for 40.00
2024-04-12,CISS,C3is Inc.,Reverse,1 for 100.00
2024-04-12,FLNT,Fluent Inc,Reverse,1 for 6.00
2024-04-11,PALAF,Paladin Energy Ltd,Reverse,1 for 10.00
2024-04-11,SMSI,Smith Micro,Reverse,1 for 8.00
2024-04-11,BON,Bon Natural Life Limited,Reverse,1 for 10.00
2024-04-10,JMKJ,"Coretag, Inc",Reverse,1 for 2500.00
2024-04-10,SOMNF,Somnomed Limited,Forward,0.77 for 1
2024-04-10,TCON,"TRACON Pharmaceuticals, Inc.",Reverse,1 for 20.00
2024-04-10,NUTX,Clinigence Holdings Inc,Reverse,1 for 15.00
2024-04-09,WJRYY,West Japan Railway (WJRYY),Forward,0.50 for 1
2024-04-09,ALLR,"Allarity Therapeutics, Inc.",Reverse,1 for 20.00
2024-04-09,ODTC,Odonate Inc,Reverse,1 for 5.00
2024-04-09,ENMPY,Ensurge Micropower Asa Sponsored Adr,Reverse,1 for 5.00
2024-04-08,PALI,"Palisade Bio, Inc.",Reverse,1 for 15.00
2024-04-08,SRVTF,Star Vault AB Class B,Forward,0.89 for 1
2024-04-05,ENMPF,Ensurge Micropower Asa,Reverse,1 for 5.00
2024-04-05,QDMI,Qdm International Inc.,Forward,0.10 for 1
2024-04-05,GLAD,Gladstone Capital,Reverse,1 for 2.00
2024-04-05,SNPX,"Synaptogenix, Inc.",Reverse,1 for 25.00
2024-04-05,EDBL,"Edible Garden AG , Inc.",Reverse,1 for 20.00
2024-04-05,CCOEY,Capcom Co Ltd.,Forward,0.50 for 1
2024-04-05,RNAC,"Cartesian Therapeutics, Inc.",Reverse,1 for 30.00
2024-04-04,STKH,Steakholder Foods Ltd.,Reverse,1 for 10.00
2024-04-04,JUBAF,Giant Mining Corp,Reverse,1 for 20.00
2024-04-03,UCAR,U Power Limited,Reverse,1 for 100.00
2024-04-03,RENT,"Rent The Runway, Inc.",Reverse,1 for 20.00
2024-04-02,KIKOY,Kikkoman Corp. (KIKOY),Forward,0.80 for 1
2024-04-02,FJTSY,Fujitsu Limited,Forward,0.50 for 1
2024-04-02,MTSFY,Mitsui Fudosan (MTSFY),Forward,0.33 for 1
2024-04-02,FUJIF,FUJIFILM Holdings Corp,Forward,0.33 for 1
2024-04-02,WBBA,"Wb Burgers Asia, Inc.",Reverse,1 for 100.00
2024-04-02,DCFC,Tritium Dcfc Limited,Reverse,1 for 200.00
2024-04-02,EMKR,Emcore Corporation,Reverse,1 for 10.00
2024-04-02,XXII,22nd Century Group,Reverse,1 for 16.00
2024-04-02,NRXP,"Nrx Pharmaceuticals, Inc.",Reverse,1 for 10.00
2024-04-02,AWIN,Aerwins Technologies Inc.,Reverse,1 for 100.00
2024-04-01,PLUR,Pluri Inc.,Reverse,1 for 8.00
2024-04-01,UDOCF,Unidoc Health Corp.,Forward,0.50 for 1
2024-03-28,WJRYF,West Japan Railway Company,Forward,0.50 for 1
2024-03-28,USSJF,USS Co ,Forward,0.50 for 1
2024-03-28,NHOLF,"Sompo Holdings, Inc.",Forward,0.33 for 1
2024-03-28,SSMXF,Sysmex Corporation,Forward,0.33 for 1
2024-03-28,SNROF,Sanrio Company ,Forward,0.33 for 1
2024-03-28,DOYU,Douyu International Holdings,Reverse,1 for 10.00
2024-03-28,ODFL,Old Dominion Freight Line,Forward,0.50 for 1
2024-03-28,SZKMF,Suzuki Motor Corp,Forward,0.25 for 1
2024-03-28,MSADF,MS&AD Insurance Group Holdings ,Forward,0.33 for 1
2024-03-28,IUSDF,AS ONE Corporation,Forward,0.50 for 1
2024-03-28,OSUKF,Otsuka Corporation,Forward,0.50 for 1
2024-03-28,KIKOF,Kikkoman Corporation,Forward,0.20 for 1
2024-03-28,MTSFF,Mitsui Fudosan Co ,Forward,0.33 for 1
2024-03-28,KAKKF,Kawasaki Kisen Kaisha ,Forward,0.33 for 1
2024-03-28,EJPRF,East Japan Railway Company,Forward,0.33 for 1
2024-03-28,MHVYF,Mitsubishi Heavy Industries ,Forward,0.10 for 1
2024-03-28,CCOEF,Capcom Co ,Forward,0.50 for 1
2024-03-28,TRUMF,Terumo,Forward,0.50 for 1
2024-03-28,FJTSF,Fujitsu ,Forward,0.10 for 1
2024-03-28,NOFCF,NOF Corporation,Forward,0.33 for 1
2024-03-27,TPL,Texas Pacific Land Corporation,Forward,0.33 for 1
2024-03-27,PVBK,Pacific Valley Bank,Forward,0.91 for 1
2024-03-27,GHI,Greystone Housing Impact Investors Lp,Forward,1.00 for 1
2024-03-27,MTSFY,Mitsui Fudosan (MTSFY),Forward,0.33 for 1
2024-03-27,NEVPF,Abliva Ab,Forward,1.00 for 1
2024-03-27,LGVN,Longeveron Inc.,Reverse,1 for 10.00
2024-03-27,CTRM,Castor Maritime,Reverse,1 for 10.00
2024-03-26,ETAO,"Etao International Co., Ltd.",Reverse,1 for 20.00
2024-03-26,FIXX,Q32 Bio Inc,Reverse,1 for 18.00
2024-03-25,LINK,"Interlink Electronics, Inc.",Forward,0.67 for 1
2024-03-25,INTZ,Intrusion,Reverse,1 for 20.00
2024-03-25,NRGYF,New Energy Metals Corp.,Reverse,1 for 10.00
2024-03-22,VOYRF,Thunderbird Resources Ltd,Reverse,1 for 25.00
2024-03-22,MBRX,Moleculin Biotech,Reverse,1 for 15.00
2024-03-22,ATER,"Aterian, Inc.",Reverse,1 for 12.00
2024-03-22,MRIRF,Bmex Gold Inc,Reverse,1 for 10.00
2024-03-22,MLGO,"Microalgo, Inc.",Reverse,1 for 10.00
2024-03-22,GRPH,"Lenz Therapeutics, Inc.",Reverse,1 for 7.00
2024-03-22,BCAN,Femto Technologies Inc.,Reverse,1 for 190.00
2024-03-21,CSPI,CSP Inc,Forward,0.50 for 1
2024-03-21,BTTR,Better Choice Company,Reverse,1 for 44.00
2024-03-21,ADVM,Adverum Biotechnologies,Reverse,1 for 10.00
2024-03-21,TANVF,Tanvex Biopharma ,Forward,1.00 for 1
2024-03-20,MYBUF,Meyer Burger Technology Ag,Forward,1.00 for 1
2024-03-19,CPIHF,Champion Technology Holdings Limited,Reverse,1 for 4.00
2024-03-19,AEVA,"Aeva Technologies, Inc.",Reverse,1 for 5.00
2024-03-18,YSG,Yatsen Holding Ltd.,Reverse,1 for 5.00
2024-03-15,AGE,"Serina Therapeutics, Inc.",Reverse,1 for 35.17
2024-03-15,SYAAF,Syrah Resources Limited,Forward,1.00 for 1
2024-03-15,LFWD,Lifeward Ltd.,Reverse,1 for 7.00
2024-03-14,DLRWF,Delta Drone Sa,Forward,1.00 for 1
2024-03-14,OTLK,Outlook Therapeutics,Reverse,1 for 20.00
2024-03-13,DIZTF,Dignitana AB,Forward,1.00 for 1
2024-03-13,INPX,"Xti Aerospace, Inc.",Reverse,1 for 100.00
2024-03-13,HPCO,"Hempacco Co., Inc.",Reverse,1 for 10.00
2024-03-13,TBIIF,Tobii AB,Forward,1.00 for 1
2024-03-12,DBMBF,FIBRA Macquarie Mexico,Forward,0.95 for 1
2024-03-12,LMFA,Lm Funding America,Reverse,1 for 6.00
2024-03-12,PMVC,Pmv Consumer Acquisition Corp.,Reverse,1 for 43.79
2024-03-11,AFMD,Affimed Therapeutics,Reverse,1 for 10.00
2024-03-08,PGY,Pagaya Technologies Ltd.,Reverse,1 for 12.00
2024-03-08,AISSF,Ais Resources Ltd,Reverse,1 for 10.00
2024-03-08,GXAI,Gaxos.Ai Inc.,Reverse,1 for 12.00
2024-03-08,GOEV,Canoo Inc.,Reverse,1 for 23.00
2024-03-08,CISO,Cerberus Cyber Sentinel Corporation,Reverse,1 for 15.00
2024-03-07,PIK,Kidpik Corp.,Reverse,1 for 5.00
2024-03-06,CPHI,China Pharma,Reverse,1 for 5.00
2024-03-06,EP,Empire Petroleum Corporation,Forward,1.00 for 1
2024-03-06,APVO,Aptevo,Reverse,1 for 44.00
2024-03-05,HVRRY,Hannover Rueck SE (ADR),Forward,0.33 for 1
2024-03-05,ANICF,Anonymous Intelligence Company,Reverse,1 for 10.00
2024-03-05,TR,"Tootsie Roll Industries, Inc.",Forward,0.97 for 1
2024-03-05,VATE,INNOVATE Corp,Forward,0.99 for 1
2024-03-04,FBBPF,"Prologis Property Mexico, S.A. de C.V.",Forward,1.00 for 1
2024-03-04,SVNDY,Seven & I Holdings C (SVNDY),Forward,0.67 for 1
2024-03-04,IFBD,Infobird Co Limited,Reverse,1 for 8.00
2024-03-04,LQR,Lqr House Inc.,Forward,0.67 for 1
2024-03-01,FFIE,Faraday Future Intelligent Electric Inc.,Reverse,1 for 3.00
2024-03-01,CJJD,"Ridgetech, Inc.",Reverse,1 for 20.00
2024-03-01,EGIO,"Edgio, Inc.",Reverse,1 for 40.00
2024-03-01,RETO,Reto Eco-Solutions,Reverse,1 for 10.00
2024-03-01,VRPX,"Virpax Pharmaceuticals, Inc.",Reverse,1 for 10.00
2024-03-01,ENTBF,Entheon Biomedical Corp.,Reverse,1 for 10.00
2024-02-29,ZCMD,Zhongchao Inc,Reverse,1 for 10.00
2024-02-29,CELU,Celularity Inc.,Reverse,1 for 10.00
2024-02-28,SGIPF,Sugi Holdings Co ,Forward,0.33 for 1
2024-02-28,FNRN,First Northern Community Bancorp,Forward,0.95 for 1
2024-02-28,SVNDF,Seven & I Holdings Co ,Forward,0.33 for 1
2024-02-28,ATNF,180 Life Sciences Corp.,Reverse,1 for 19.00
2024-02-28,SKXJF,Sankyo Co ,Forward,0.20 for 1
2024-02-28,BTPNF,PT Bank BTPN Tbk,Forward,1.00 for 1
2024-02-27,PHUN,Phunware,Reverse,1 for 50.00
2024-02-27,AUUD,Auddia Inc.,Reverse,1 for 25.00
2024-02-27,TGL,"Treasure Global, Inc.",Reverse,1 for 70.00
2024-02-27,DRETF,Dream Office Reit (Otc),Reverse,1 for 2.00
2024-02-27,IFBD,Infobird Co Limited,Reverse,1 for 8.00
2024-02-26,WMT,Walmart Inc.,Forward,0.33 for 1
2024-02-26,LSDI,"Lucy Scientific Discovery, Inc.",Reverse,1 for 10.00
2024-02-23,BVNNF,Forte Group Holdings Inc.,Reverse,1 for 20.00
2024-02-23,BPTH,Bio-Path Holdings,Reverse,1 for 20.00
2024-02-23,TRIB,Trinity Biotech,Reverse,1 for 5.00
2024-02-23,LYT,Lytus Technologies Holdings Private Limited,Reverse,1 for 60.00
2024-02-23,WDFCF,K9 Gold Corp,Reverse,1 for 10.00
2024-02-22,FOMC,Fomo Worldwide Inc,Reverse,1 for 100.00
2024-02-21,ELLXF,Elixinol Wellness Ltd,Forward,1.00 for 1
2024-02-21,PXSTF,Pphoenix Media Investment (Holdings) Limited,Reverse,1 for 10.00
2024-02-20,COO,Cooper Companies,Forward,0.25 for 1
2024-02-20,PXSTF,Pphoenix Media Investment (Holdings) Limited,Reverse,1 for 10.00
2024-02-20,AMBO,Ambow Education Holding,Reverse,1 for 10.00
2024-02-20,VCNX,Vaccinex,Reverse,1 for 14.00
2024-02-20,SHAOF,SHIMAMURA Co ,Forward,0.50 for 1
2024-02-20,ACB,Aurora Cannabis (US),Reverse,1 for 10.00
2024-02-20,JZ,Jianzhi Education Technology Group Company Limited ADR,Reverse,1 for 3.00
2024-02-19,SHAOF,SHIMAMURA Co ,Forward,0.50 for 1
2024-02-16,SNPW,Sun Pacific Holding Corp,Reverse,1 for 4000.00
2024-02-16,SISI,Shineco Inc,Reverse,1 for 10.00
2024-02-15,PNEXF,Pharnext Sa,Reverse,1 for 10000.00
2024-02-15,MYMD,"Tnf Pharmaceuticals, Inc.",Reverse,1 for 30.00
2024-02-15,RFMCF,Refined Energy Corp,Reverse,1 for 2.00
2024-02-15,JZ,Jianzhi Education Technology Group Company Limited ADR,Reverse,1 for 3.00
2024-02-14,DTIL,Precision Biosciences,Reverse,1 for 30.00
2024-02-14,VENZF,"Venzee Technologies, Inc.",Reverse,1 for 10.00
2024-02-14,VRM,Vroom Inc,Reverse,1 for 80.00
2024-02-14,EJH,E-Home Household Service Holdings Ltd.,Reverse,1 for 5.00
2024-02-14,ELXMF,Nova Eye Medical Ltd,Forward,1.00 for 1
2024-02-12,SGLY,Singularity Future Technology Ltd,Reverse,1 for 10.00
2024-02-12,UMFG,Ridder Titan Genesis Corp,Reverse,1 for 30.00
2024-02-12,ASMB,Assembly Biosciences Inc,Reverse,1 for 12.00
2024-02-09,UAVS,Ageagle Aerial,Reverse,1 for 20.00
2024-02-09,KERN,"Gryphon Digital Mining, Inc",Reverse,1 for 20.00
2024-02-09,SVMB,Jingbo Technology Inc,Reverse,1 for 200.00
2024-02-08,ZJYL,Jin Medical International Ltd.,Forward,0.05 for 1
2024-02-07,GCCFF,Golden Cariboo Resources Ltd.,Reverse,1 for 3.00
2024-02-06,PACV,"Pacific Ventures Group, Inc.",Reverse,1 for 250.00
2024-02-06,STMHD,"Stem Holdings, Inc.",Reverse,1 for 100.00
2024-02-05,FRGT,"Freight Technologies, Inc",Reverse,1 for 10.00
2024-02-05,WSCO,Global Ai Inc.,Forward,0.25 for 1
2024-02-05,BIRNF,BCI Minerals Ltd,Forward,0.96 for 1
2024-02-05,GTBP,"Gt Biopharma, Inc.",Reverse,1 for 30.00
2024-02-05,VLCN,"Volcon, Inc.",Reverse,1 for 45.00
2024-02-02,HOLO,Microcloud Hologram Inc.,Reverse,1 for 10.00
2024-02-02,GNPX,Genprex,Reverse,1 for 40.00
2024-02-02,BSGM,Biosig Technologies,Reverse,1 for 10.00
2024-02-02,CAMP,Calamp Corp.,Reverse,1 for 23.00
2024-02-01,TCRT,Alaunos Therapeutics Inc,Reverse,1 for 15.00
2024-02-01,CMAX,"Caremax, Inc.",Reverse,1 for 30.00
2024-02-01,MSYN,Greenlit Ventures Inc,Reverse,1 for 30.00
2024-02-01,STMH,"Stem Holdings, Inc.",Reverse,1 for 100.00
2024-01-31,GOVX,"Geovax Labs, Inc.",Reverse,1 for 15.00
2024-01-31,SIGY,"Sigyn Therapeutics, Inc.",Reverse,1 for 40.00
2024-01-30,FBBPF,"Prologis Property Mexico, S.A. de C.V.",Forward,0.98 for 1
2024-01-30,GRI,"Gri Bio, Inc.",Reverse,1 for 7.00
2024-01-30,QGEN,Qiagen,Reverse,1 for 1.03
2024-01-29,MMAT,Meta Materials Inc.,Reverse,1 for 100.00
2024-01-29,HUBG,Hub Group,Forward,0.50 for 1
2024-01-29,INBS,Intelligent Bio Solutions Inc.,Reverse,1 for 12.00
2024-01-26,TC,Tuanche Ltd,Reverse,1 for 15.00
2024-01-25,LPL,LG Display Co.,Forward,0.95 for 1
2024-01-25,REVB,Revelation Biosciences Inc.,Reverse,1 for 30.00
2024-01-25,INO,Inovio Pharmaceuticals,Reverse,1 for 12.00
2024-01-25,KAVL,Kaival Brands Innovations Group Inc,Reverse,1 for 21.00
2024-01-25,CNBL,Bonvenu Bancorp Inc.,Forward,0.50 for 1
2024-01-24,INSG,Inseego,Reverse,1 for 10.00
2024-01-24,VOCL,"Creatd, Inc.",Reverse,1 for 500.00
2024-01-24,MSYN,Greenlit Ventures Inc,Reverse,1 for 30.00
2024-01-23,SIRC,Solar Integrated Roofing Corporation,Reverse,1 for 150.00
2024-01-23,DTSS,Datasea Inc.,Reverse,1 for 15.00
2024-01-22,PCSA,"Processa Pharmaceuticals, Inc.",Reverse,1 for 20.00
2024-01-22,NVVE,Nuvve Holding Corp.,Reverse,1 for 40.00
2024-01-22,REBN,"Reborn Coffee, Inc.",Reverse,1 for 8.00
2024-01-22,EVAX,Evaxion Biotech A/S Adr,Reverse,1 for 10.00
2024-01-19,CNEY,Cn Energy Group Inc,Reverse,1 for 30.00
2024-01-19,ACSAY,Actividades de Construccion y Servicios SA,Forward,0.99 for 1
2024-01-19,CLEU,China Liberal Education Holdings Ltd,Reverse,1 for 15.00
2024-01-19,ACSAY,Actividades de Construccion y Servicios SA,Forward,0.99 for 1
2024-01-19,EZEN,Ezenia! Inc.,Reverse,1 for 700000.00
2024-01-18,PBLA,"Panbela Therapeutics, Inc.",Reverse,1 for 20.00
2024-01-18,GLIOF,Lithium Lion Metals Inc.,Reverse,1 for 10.00
2024-01-17,AULT,"Hyperscale Data, Inc.",Reverse,1 for 25.00
2024-01-16,UNRV,Blum Holdings Inc,Reverse,1 for 100.00
2024-01-16,RVIV,"Axil Brands, Inc.",Reverse,1 for 20.00
2024-01-16,SFE,"Safeguard Scientifics, Inc.",Forward,1.00 for 1
2024-01-16,NENTF,Viaplay Group,Forward,1.00 for 1
2024-01-16,RNAZ,"Transcode Therapeutics, Inc.",Reverse,1 for 40.00
2024-01-16,UXIN,Uxin Limited,Reverse,1 for 10.00
2024-01-16,PARG,Blackwell 3D Construction Corp,Reverse,1 for 250.00
2024-01-12,KYOCY,Kyocera,Forward,0.25 for 1
2024-01-12,EFTR,"Effector Therapeutics, Inc.",Reverse,1 for 25.00
2024-01-12,SPLP,Steel Partners Hldgs,Forward,1.00 for 1
2024-01-10,BRYAF,Berjaya Corp Bhd,Forward,0.94 for 1
2024-01-10,OMVKY,Omv Aktiengesellschaft,Forward,0.25 for 1
2024-01-10,MESO,Mesoblast,Reverse,1 for 2.00
2024-01-10,BETS,Bit Brother Limited Class A,Reverse,1 for 1000.00
2024-01-09,IDXAF,Idex Biometrics Asa,Reverse,1 for 5.00
2024-01-09,CDIX,Cardiff Lexington Corporation,Reverse,1 for 75000.00
2024-01-09,SPLP,Steel Partners Hldgs,Forward,1.00 for 1
2024-01-09,VNTRF,Venator Materials Plc,Reverse,1 for 137523.00
2024-01-09,TTNP,Titan Pharmaceuticals Inc.,Reverse,1 for 20.00
2024-01-08,GOOXF,Givot Olam Oil Exploration LP (1993),Forward,1.00 for 1
2024-01-08,EIGR,"Eiger Biopharmaceuticals, Inc.",Reverse,1 for 30.00
2024-01-08,ONCT,Oncternal Therapeutics,Reverse,1 for 20.00
2024-01-08,EFSH,1847 Holdings LLC,Reverse,1 for 4.00
2024-01-05,MESO,Mesoblast,Reverse,1 for 2.00
2024-01-05,DSS,"DSS, Inc.",Reverse,1 for 20.00
2024-01-05,SABS,"Sab Biotherapeutics, Inc.",Reverse,1 for 10.00
2024-01-05,MICR,"Micron Solutions, Inc.",Forward,1.00 for 1
2024-01-04,JSPR,"Jasper Therapeutics, Inc.",Reverse,1 for 10.00
2024-01-04,ACON,"Aclarion, Inc.",Reverse,1 for 16.00
2024-01-03,JZZI,Ideal Group Of Companies Inc.,Reverse,1 for 500.00
2024-01-03,PRSO,"Peraso, Inc.",Reverse,1 for 40.00
2024-01-03,TENX,Tenax Therapeutics,Reverse,1 for 80.00
2024-01-03,LXEH,"Lixiang Education Holding Co., Ltd.",Reverse,1 for 2.00
2024-01-02,TBLT,Toughbuilt Industries,Reverse,1 for 65.00
2024-01-02,KTTA,Pasithea Therapeutics Corp.,Reverse,1 for 20.00
2023-12-29,HYEX,Healthy Extracts Inc,Reverse,1 for 120.00
2023-12-29,VS,Versus Systems,Reverse,1 for 16.00
2023-12-29,MYMX,Mymetics Corporation,Reverse,1 for 2000.00
2023-12-29,AVTX,"Avalo Therapeutics, Inc.",Reverse,1 for 240.00
2023-12-28,NFPDF,Nissin Foods Holdings Co ,Forward,0.33 for 1
2023-12-28,MSBHF,Mitsubishi Corporation,Forward,0.33 for 1
2023-12-28,IDKOF,Idemitsu Kosan Co ,Forward,0.20 for 1
2023-12-28,MBUMF,Mabuchi Motor Co ,Forward,0.50 for 1
2023-12-28,BJSAF,Berjaya Sports Toto Bhd,Forward,0.98 for 1
2023-12-28,MSBHF,Mitsubishi Corporation,Forward,0.33 for 1
2023-12-28,KYOCY,Kyocera,Forward,0.25 for 1
2023-12-28,KYOCF,Kyocera Corporation,Forward,0.25 for 1
2023-12-28,CMTDF,Sumitomo Mitsui Trust Holdings ,Forward,0.50 for 1
2023-12-28,YAMHF,Yamaha Motor Co ,Forward,0.33 for 1
2023-12-28,GHI,Greystone Housing Impact Investors Lp,Forward,1.00 for 1
2023-12-28,TOKCF,Tokyo Ohka Kogyo Co ,Forward,0.33 for 1
2023-12-27,ULTHF,United Lithium Corp,Reverse,1 for 3.00
2023-12-27,VUVAF,Texton Property Fund ,Forward,1.00 for 1
2023-12-27,LIDR,"Aeye, Inc.",Reverse,1 for 30.00
2023-12-27,SLCJY,Slc Agricola,Forward,0.50 for 1
2023-12-27,NXU,"Nxu, Inc.",Reverse,1 for 150.00
2023-12-26,BRLI,Nukkleus Inc.,Forward,0.71 for 1
2023-12-22,GMBL,Esports Entertainment Group Inc,Reverse,1 for 400.00
2023-12-22,PRSR,Leddartech Holdings Inc,Forward,0.99 for 1
2023-12-21,BVNNF,Forte Group Holdings Inc.,Reverse,1 for 10.00
2023-12-21,BKYI,Bio-Key International,Reverse,1 for 18.00
2023-12-21,MULN,"Mullen Automotive, Inc.",Reverse,1 for 100.00
2023-12-21,NRBO,Metavia Inc.,Reverse,1 for 8.00
2023-12-20,SCOR,comScore Inc,Reverse,1 for 20.00
2023-12-20,BBLG,Bone Biologics Corp,Reverse,1 for 8.00
2023-12-20,WNW,Meiwu Technology Company Limited,Reverse,1 for 35.00
2023-12-20,MSLVF,Mantaro Precious Metals Corp,Reverse,1 for 10.00
2023-12-20,SIDU,"Sidus Space, Inc. Class A",Reverse,1 for 100.00
2023-12-20,CGC,Canopy Growth,Reverse,1 for 10.00
2023-12-19,NLTX,Neurogene Inc.,Reverse,1 for 4.00
2023-12-19,TFFP,"Tff Pharmaceuticals, Inc.",Reverse,1 for 25.00
2023-12-18,CYCC,Cyclacel Pharmaceuticals,Reverse,1 for 15.00
2023-12-18,FWBI,"Entero Therapeutics, Inc.",Reverse,1 for 20.00
2023-12-18,VRAX,Virax Biolabs Group Ltd. Class A,Reverse,1 for 10.00
2023-12-18,YQ,"17 Education & Technology Group, Inc.",Reverse,1 for 5.00
2023-12-18,UNPRF,Uniper Se,Reverse,1 for 20.00
2023-12-15,HUBC,HUB CYBER SECURITY (ISRAEL) LTD,Reverse,1 for 10.00
2023-12-15,LU,Lufax Holding Ltd.,Reverse,1 for 4.00
2023-12-15,SING,"Singlepoint, Inc.",Reverse,1 for 26.00
2023-12-15,TCBP,TC Biopharm (Holdings) Plc Sponsored ADR,Reverse,1 for 20.00
2023-12-14,MLGF,Malaga Financial Corporation,Forward,0.95 for 1
2023-12-14,GENE,Genetic Technologies,Reverse,1 for 5.00
2023-12-14,SLCJF,SLC Agricola SA,Forward,0.50 for 1
2023-12-14,AIMD,Ainos Inc,Reverse,1 for 5.00
2023-12-14,SRZN,"Surrozen, Inc.",Reverse,1 for 15.00
2023-12-13,CYTO,Altamira Therapeutics Ltd.,Reverse,1 for 20.00
2023-12-12,AUVI,"Applied Uv, Inc.",Reverse,1 for 25.00
2023-12-11,MOBV,Srivaru Holding Limited,Forward,0.22 for 1
2023-12-11,DRTTF,Dirtt Environmental Solutions Ltd.,Forward,0.88 for 1
2023-12-11,SNCR,Synchronoss,Reverse,1 for 9.00
2023-12-11,JG,Aurora Mobile,Reverse,1 for 20.00
2023-12-08,SNCE,"Science 37, Inc.",Reverse,1 for 20.00
2023-12-08,BLTH,American Battery Materials Inc.,Reverse,1 for 300.00
2023-12-08,CENN,Cenntro Electric Group Limited,Reverse,1 for 10.00
2023-12-08,BLTH,American Battery Materials Inc.,Reverse,1 for 300.00
2023-12-07,VCXA,African Agriculture Holding Inc,Forward,0.72 for 1
2023-12-07,FLJ,Xchange Tec.Inc Sponsored Adr Class A,Reverse,1 for 40.00
2023-12-07,PAVM,Pavmed,Reverse,1 for 15.00
2023-12-07,XOS,"Xos, Inc.",Reverse,1 for 30.00
2023-12-06,CZOO,Cazoo Group Ltd,Reverse,1 for 100.00
2023-12-06,CRESY,Cresud S.A.C.I.F. Y A.,Forward,0.99 for 1
2023-12-06,OZYMF,Orphazyme A/S,Reverse,1 for 1000.00
2023-12-06,JG,Aurora Mobile,Reverse,1 for 20.00
2023-12-06,IRS,Irsa Inversiones Y Representaciones,Forward,0.98 for 1
2023-12-05,ZVSA,"Zyversa Therapeutics, Inc.",Reverse,1 for 35.00
2023-12-05,TOEYF,Toro Energy Limited,Reverse,1 for 50.00
2023-12-05,MEOBF,Mesoblast Limited,Forward,0.95 for 1
